지역코드,법정동,단지명,전용면적,거래금액(만원),건축년도,계약일,층
47290,진량읍 선화리,경산선화청구타운,59.91,"7,900",1997,2021-01-12,17
47290,백천동,윤성2차타운,59.85,"9,000",1995,2021-01-09,2
47290,정평동,태왕귀빈타운,59.34,"15,650",1993,2021-01-07,2
47290,계양동,계양주공,46.74,"12,850",1985,2021-01-09,2
47290,사동,팰리스부영1단지,84.9898,"26,900",2019,2021-01-16,17
47290,압량읍 신대리,경산한신휴플러스아파트,84.9175,"27,500",2016,2021-01-15,6
47290,하양읍 동서리,하양코아루,84.9643,"25,100",2016,2021-01-11,3
47290,백천동,경산 삼도뷰엔빌W,84.9688,"33,400",2018,2021-01-14,13
47290,진량읍 신상리,경산우방힐타운,84.99,"17,000",1999,2021-01-05,13
47290,진량읍 황제리,창신황제타운,59.91,"5,900",1996,2021-01-17,17
47290,백천동,경산 삼도뷰엔빌W,59.8493,"23,300",2018,2021-01-16,16
47290,사동,사동2지구화성파크드림,119.0504,"37,900",2010,2021-01-16,13
47290,압량읍 신대리,경산우미린더포레스트,73.7903,"29,500",2016,2021-01-16,8
47290,삼북동,삼북주공,59.96,"9,380",1997,2021-01-04,12
47290,하양읍 동서리,하양2차코아루,84.9152,"26,000",2017,2021-01-12,10
47290,하양읍 동서리,하양2차코아루,84.9152,"25,250",2017,2021-01-17,4
47290,압량읍 신대리,이편한세상경산신대아파트,84.7934,"29,800",2015,2021-01-17,3
