법정동,단지명,전용면적,거래금액(만원),건축년도,계약일,층,역이름,시기
신천동,파크리오,59.64,89500,2008,2017-06-23,3,석촌역,공사 중
신천동,파크리오,144.77,141500,2008,2017-06-14,24,석촌역,공사 중
신천동,파크리오,84.79,105000,2008,2017-06-13,6,석촌역,공사 중
신천동,파크리오,84.79,110000,2008,2017-06-10,26,석촌역,공사 중
가락동,가락스타클래스,119.27,79000,2007,2017-06-07,15,석촌역,공사 중
가락동,가락(1차)쌍용아파트,59.92,54550,1997,2017-06-11,22,석촌역,공사 중
가락동,가락(1차)쌍용아파트,59.92,51800,1997,2017-06-10,2,석촌역,공사 중
문정동,문정래미안,84.96,76000,2004,2017-06-09,4,석촌역,공사 중
문정동,문정래미안,133.29,86500,2004,2017-06-06,13,석촌역,공사 중
가락동,가락(1차)쌍용아파트,59.92,48900,1997,2017-06-02,1,석촌역,공사 중
송파동,호수,58.16,44500,2000,2017-06-15,6,석촌역,공사 중
잠실동,레이크팰리스,116.19,133000,2006,2017-06-03,11,석촌역,공사 중
오금동,대림,84.91,67000,1988,2017-06-03,1,석촌역,공사 중
신천동,파크리오,35.24,56500,2008,2017-06-12,7,석촌역,공사 중
잠실동,주공아파트 5단지,76.5,149000,1978,2017-06-01,3,석촌역,공사 중
잠실동,리센츠,27.68,62000,2008,2017-06-06,13,석촌역,공사 중
가락동,가락(1차)쌍용아파트,59.92,53800,1997,2017-06-10,3,석촌역,공사 중
마천동,현대그린빌,59.67,32000,1998,2017-06-09,5,석촌역,공사 중
문정동,파크하비오,84.9342,85800,2016,2017-06-21,2,석촌역,공사 중
신천동,파크리오,121.63,135000,2008,2017-06-20,30,석촌역,공사 중
잠실동,잠실엘스,84.8,132500,2008,2017-06-07,7,석촌역,공사 중
장지동,송파더센트레,51.77,57250,2013,2017-06-04,6,석촌역,공사 중
가락동,대림,84.11,59600,1988,2017-06-21,12,석촌역,공사 중
장지동,위례24단지(꿈에그린),51.77,55900,2013,2017-06-04,10,석촌역,공사 중
잠실동,잠실엘스,59.96,106000,2008,2017-06-20,9,석촌역,공사 중
잠실동,주공아파트 5단지,76.5,152500,1978,2017-06-03,9,석촌역,공사 중
잠실동,트리지움,84.97,117000,2007,2017-06-29,20,석촌역,공사 중
가락동,가락우성2,59.97,46700,2000,2017-06-17,10,석촌역,공사 중
문정동,올림픽훼밀리타운,84.705,90000,1988,2017-06-02,5,석촌역,공사 중
잠실동,주공아파트 5단지,76.5,149500,1978,2017-06-09,3,석촌역,공사 중
잠실동,주공아파트 5단지,76.5,153500,1978,2017-06-08,8,석촌역,공사 중
송파동,래미안송파파인탑,71.58,79500,2012,2017-06-17,8,석촌역,공사 중
잠실동,잠실엘스,59.96,107500,2008,2017-06-22,16,석촌역,공사 중
가락동,래미안파크팰리스,84.924,85700,2007,2017-06-09,18,석촌역,공사 중
가락동,대림,76.49,52000,1988,2017-06-01,6,석촌역,공사 중
잠실동,잠실엘스,84.8,130000,2008,2017-06-03,8,석촌역,공사 중
잠실동,잠실엘스,84.8,136500,2008,2017-06-08,13,석촌역,공사 중
잠실동,리센츠,84.99,120000,2008,2017-06-12,1,석촌역,공사 중
잠실동,리센츠,84.99,127500,2008,2017-06-05,24,석촌역,공사 중
거여동,거여4단지,49.8,40500,1997,2017-06-09,5,석촌역,공사 중
잠실동,리센츠,84.99,135000,2008,2017-06-01,23,석촌역,공사 중
거여동,성동레인보우,76.1,36000,2000,2017-06-05,7,석촌역,공사 중
오금동,우창,132.86,80000,1985,2017-06-28,10,석촌역,공사 중
가락동,가락금호아파트,85.0,66000,1997,2017-06-06,10,석촌역,공사 중
풍납동,씨티극동1,84.22,51500,1998,2017-06-13,12,석촌역,공사 중
잠실동,리센츠,124.22,163800,2008,2017-06-05,24,석촌역,공사 중
가락동,가락(1차)쌍용아파트,59.92,56000,1997,2017-06-26,21,석촌역,공사 중
가락동,가락(1차)쌍용아파트,59.92,54700,1997,2017-06-10,6,석촌역,공사 중
장지동,위례24단지(꿈에그린),59.85,69500,2013,2017-06-28,18,석촌역,공사 중
문정동,문정래미안,150.58,90000,2004,2017-06-14,16,석촌역,공사 중
문정동,성해,75.83,40500,2003,2017-06-10,2,석촌역,공사 중
장지동,위례24단지(꿈에그린),59.63,64700,2013,2017-06-16,2,석촌역,공사 중
오금동,올림픽파크센트레빌,84.6819,67500,2009,2017-06-02,5,석촌역,공사 중
잠실동,잠실엘스,59.96,109000,2008,2017-06-17,21,석촌역,공사 중
장지동,위례24단지(꿈에그린),51.77,60000,2013,2017-06-11,14,석촌역,공사 중
풍납동,극동,59.975,44000,1987,2017-06-24,2,석촌역,공사 중
가락동,한신1,84.53,59100,1993,2017-06-07,6,석촌역,공사 중
가락동,한신1,84.51,55500,1993,2017-06-22,13,석촌역,공사 중
거여동,현대2차,82.96,51500,1992,2017-06-03,11,석촌역,공사 중
풍납동,한강극동,114.76,64000,1995,2017-06-02,7,석촌역,공사 중
풍납동,씨티극동1,59.69,45000,1998,2017-06-02,16,석촌역,공사 중
석촌동,예명,68.93,46200,2001,2017-06-28,7,석촌역,공사 중
문정동,올림픽훼밀리타운,84.705,90000,1988,2017-06-03,3,석촌역,공사 중
문정동,문정래미안,150.58,90000,2004,2017-06-14,8,석촌역,공사 중
가락동,가락스타클래스,84.97,59900,2007,2017-06-05,12,석촌역,공사 중
송파동,경남레이크파크,149.89,99000,1999,2017-06-01,12,석촌역,공사 중
문정동,문정래미안,150.58,95000,2004,2017-06-16,10,석촌역,공사 중
가락동,성원상떼빌,103.96,59000,2006,2017-06-03,11,석촌역,공사 중
장지동,위례24단지(꿈에그린),84.93,84700,2013,2017-06-30,14,석촌역,공사 중
가락동,진넥스베르디엠,59.9918,49800,2017,2017-06-09,14,석촌역,공사 중
거여동,우방1,84.9,47800,1999,2017-06-14,3,석촌역,공사 중
문정동,문정시영,39.69,33900,1989,2017-06-19,14,석촌역,공사 중
가락동,가락(1차)쌍용아파트,59.92,56000,1997,2017-06-23,6,석촌역,공사 중
장지동,위례24단지(꿈에그린),75.92,78000,2013,2017-06-13,11,석촌역,공사 중
방이동,코오롱아파트,84.95,61000,1991,2017-06-07,1,석촌역,공사 중
오금동,현대(2-4차),130.93,104000,1984,2017-06-07,7,석촌역,공사 중
문정동,문정시영,35.46,28500,1989,2017-06-12,12,석촌역,공사 중
풍납동,한강극동,114.76,65000,1995,2017-06-02,11,석촌역,공사 중
문정동,문정시영,39.69,33700,1989,2017-06-11,6,석촌역,공사 중
문정동,문정시영,39.69,35000,1989,2017-06-30,5,석촌역,공사 중
잠실동,주공아파트 5단지,82.61,164000,1978,2017-06-01,3,석촌역,공사 중
문정동,문정시영,39.69,34100,1989,2017-06-23,1,석촌역,공사 중
가락동,가락금호아파트,59.91,57000,1997,2017-06-05,18,석촌역,공사 중
문정동,문정시영,39.69,35000,1989,2017-06-10,9,석촌역,공사 중
문정동,문정시영,46.26,38000,1989,2017-06-16,10,석촌역,공사 중
잠실동,우성아파트,80.39,97000,1981,2017-06-01,10,석촌역,공사 중
문정동,문정래미안,169.48,110000,2004,2017-06-08,18,석촌역,공사 중
오금동,현대(2-4차),130.93,90000,1984,2017-06-26,6,석촌역,공사 중
가락동,대련,40.97,23750,2001,2017-06-23,2,석촌역,공사 중
문정동,올림픽훼밀리타운,136.325,115000,1988,2017-06-02,4,석촌역,공사 중
거여동,현대2차,82.96,50000,1992,2017-06-22,10,석촌역,공사 중
방이동,코오롱아파트,84.95,66000,1991,2017-06-03,6,석촌역,공사 중
가락동,카나피아Ⅱ,59.28,39500,2003,2017-06-08,7,석촌역,공사 중
가락동,가락(1차)쌍용아파트,84.69,58000,1997,2017-06-05,1,석촌역,공사 중
신천동,파크리오,35.24,51000,2008,2017-06-12,1,석촌역,공사 중
풍납동,현대리버빌1지구,43.2,37000,1999,2017-06-01,9,석촌역,공사 중
마천동,신동아,59.88,33800,2001,2017-06-08,1,석촌역,공사 중
잠실동,우성4차,115.83,103500,1983,2017-06-02,4,석촌역,공사 중
잠실동,리센츠,27.68,69900,2008,2017-06-13,32,석촌역,공사 중
장지동,송파파인타운6단지,84.93,74500,2008,2017-06-08,14,석촌역,공사 중
문정동,올림픽훼밀리타운,136.325,117000,1988,2017-06-03,3,석촌역,공사 중
장지동,송파파인타운1단지,84.94,58000,2010,2017-06-30,1,석촌역,공사 중
장지동,송파파인타운4단지,84.95,68500,2008,2017-06-10,10,석촌역,공사 중
신천동,파크리오,84.9,103000,2008,2017-06-01,15,석촌역,공사 중
풍납동,한강극동,114.76,62000,1995,2017-06-15,2,석촌역,공사 중
풍납동,한강극동,114.76,65500,1995,2017-06-07,17,석촌역,공사 중
가락동,두산위브,33.1,19950,2004,2017-06-30,9,석촌역,공사 중
문정동,문정시영,35.46,27900,1989,2017-06-06,2,석촌역,공사 중
문정동,문정시영,39.69,35000,1989,2017-06-24,11,석촌역,공사 중
가락동,가락3차쌍용스윗닷홈(103동),84.94,64000,2005,2017-06-13,3,석촌역,공사 중
신천동,파크리오,84.79,110000,2008,2017-06-05,14,석촌역,공사 중
가락동,가락금호아파트,59.91,58000,1997,2017-06-23,6,석촌역,공사 중
신천동,한신잠실코아,41.99,50000,1988,2017-06-01,3,석촌역,공사 중
신천동,파크리오,84.79,111000,2008,2017-06-06,14,석촌역,공사 중
문정동,문정래미안,150.58,90000,2004,2017-06-08,10,석촌역,공사 중
문정동,문정래미안,120.97,86500,2004,2017-06-07,7,석촌역,공사 중
장지동,송파파인타운13단지,84.85,80500,2011,2017-06-19,2,석촌역,공사 중
장지동,송파파인타운3단지,84.98,66000,2008,2017-06-14,7,석촌역,공사 중
풍납동,미성,63.39,41900,1985,2017-06-01,11,석촌역,공사 중
방이동,올림픽선수기자촌2단지,135.99,165000,1988,2017-06-08,5,석촌역,공사 중
신천동,진주,71.34,103000,1980,2017-06-13,5,석촌역,공사 중
신천동,파크리오,84.79,110000,2008,2017-06-02,32,석촌역,공사 중
풍납동,동아한가람1,84.38,50000,1995,2017-06-02,12,석촌역,공사 중
가락동,풍림1,80.52,48000,1995,2017-06-01,10,석촌역,공사 중
잠실동,잠실엘스,84.88,120000,2008,2017-06-05,24,석촌역,공사 중
장지동,송파파인타운3단지,84.93,70000,2008,2017-06-26,6,석촌역,공사 중
신천동,파크리오,84.9,109200,2008,2017-06-17,18,석촌역,공사 중
신천동,파크리오,121.63,132000,2008,2017-06-02,23,석촌역,공사 중
신천동,파크리오,84.79,101000,2008,2017-06-08,27,석촌역,공사 중
풍납동,대아(제101상가동),84.99,47000,1998,2017-06-02,5,석촌역,공사 중
마천동,신동아,84.71,41000,2001,2017-06-08,1,석촌역,공사 중
풍납동,극동,79.945,56000,1987,2017-06-06,12,석촌역,공사 중
가락동,진넥스베르디엠,59.9788,47600,2017,2017-06-09,12,석촌역,공사 중
문정동,문정가락현대1차,84.98,64500,1984,2017-06-03,4,석촌역,공사 중
석촌동,잠실한솔,59.88,64700,2000,2017-06-08,8,석촌역,공사 중
방이동,대림,84.915,80000,1985,2017-06-15,12,석촌역,공사 중
풍납동,미성,116.965,60000,1985,2017-06-03,8,석촌역,공사 중
문정동,문정래미안,120.97,84500,2004,2017-06-06,9,석촌역,공사 중
방이동,올림픽파크리움,14.097,18000,2016,2017-06-20,16,석촌역,공사 중
장지동,위례24단지(꿈에그린),51.77,57800,2013,2017-06-03,4,석촌역,공사 중
풍납동,동아한가람1,84.38,58500,1995,2017-06-01,11,석촌역,공사 중
잠실동,리센츠,124.22,165000,2008,2017-06-01,26,석촌역,공사 중
잠실동,트리지움,84.83,123500,2007,2017-06-25,18,석촌역,공사 중
잠실동,트리지움,149.45,155000,2007,2017-06-07,10,석촌역,공사 중
잠실동,잠실엘스,119.93,166500,2008,2017-06-02,13,석촌역,공사 중
잠실동,트리지움,84.83,127000,2007,2017-06-05,10,석촌역,공사 중
장지동,송파파인타운11단지,84.94,71700,2007,2017-06-01,12,석촌역,공사 중
마천동,송파파크데일1단지,59.91,53000,2011,2017-06-27,10,석촌역,공사 중
송파동,송파삼성래미안아파트,79.7,72000,2001,2017-06-27,12,석촌역,공사 중
문정동,문정가락현대1차,123.61,76000,1984,2017-06-01,14,석촌역,공사 중
잠실동,잠실엘스,84.8,128000,2008,2017-06-13,6,석촌역,공사 중
마천동,송파파크데일2단지,84.99,56000,2011,2017-06-02,3,석촌역,공사 중
장지동,송파더센트레,51.77,55000,2013,2017-06-07,3,석촌역,공사 중
가락동,래미안파크팰리스,84.885,84800,2007,2017-06-06,17,석촌역,공사 중
신천동,파크리오,35.24,57000,2008,2017-06-09,5,석촌역,공사 중
장지동,위례24단지(꿈에그린),51.77,57500,2013,2017-06-02,11,석촌역,공사 중
마천동,마천동금호타운1,73.92,43000,1998,2017-06-02,18,석촌역,공사 중
장지동,송파파인타운7단지,84.94,74000,2007,2017-06-03,14,석촌역,공사 중
문정동,올림픽훼밀리타운,136.325,113000,1988,2017-06-01,15,석촌역,공사 중
장지동,송파파인타운3단지,84.98,70000,2008,2017-06-13,9,석촌역,공사 중
송파동,위례캐스빌,83.9,42400,2003,2017-06-10,6,석촌역,공사 중
신천동,롯데캐슬골드,148.15,140000,2005,2017-06-10,25,석촌역,공사 중
장지동,위례24단지(꿈에그린),51.78,59000,2013,2017-06-18,7,석촌역,공사 중
문정동,문정시영,39.69,34300,1989,2017-06-17,9,석촌역,공사 중
문정동,문정시영,39.69,34500,1989,2017-06-12,11,석촌역,공사 중
문정동,문정시영,39.69,33200,1989,2017-06-07,4,석촌역,공사 중
잠실동,트리지움,114.7,127000,2007,2017-06-01,15,석촌역,공사 중
잠실동,리센츠,84.99,131000,2008,2017-06-01,13,석촌역,공사 중
풍납동,씨티극동1,59.95,44700,1998,2017-06-08,7,석촌역,공사 중
문정동,올림픽훼밀리타운,117.585,108000,1988,2017-06-01,10,석촌역,공사 중
풍납동,동아한가람1,59.98,43100,1995,2017-06-03,18,석촌역,공사 중
풍납동,송파현대힐스테이트,124.19,73000,2006,2017-06-06,5,석촌역,공사 중
풍납동,씨티극동1,59.69,42800,1998,2017-06-02,3,석촌역,공사 중
가락동,한신1,84.51,60000,1993,2017-06-10,15,석촌역,공사 중
풍납동,현대리버빌2지구,84.97,54950,1999,2017-06-01,4,석촌역,공사 중
잠실동,레이크팰리스,136.74,147000,2006,2017-06-01,12,석촌역,공사 중
문정동,올림픽훼밀리타운,136.325,110000,1988,2017-06-01,1,석촌역,공사 중
가락동,가락(1차)쌍용아파트,59.92,55000,1997,2017-06-17,15,석촌역,공사 중
가락동,가락(1차)쌍용아파트,84.69,68500,1997,2017-06-10,7,석촌역,공사 중
잠실동,레이크팰리스,135.82,181000,2006,2017-06-16,19,석촌역,공사 중
잠실동,트리지움,149.45,153000,2007,2017-06-16,24,석촌역,공사 중
문정동,문정래미안,120.97,87000,2004,2017-06-15,9,석촌역,공사 중
장지동,송파파인타운7단지,84.93,74000,2007,2017-06-05,8,석촌역,공사 중
풍납동,현대리버빌1지구,187.12,82000,1999,2017-06-02,6,석촌역,공사 중
오금동,우창,76.42,44900,1985,2017-06-16,10,석촌역,공사 중
가락동,송파Nsuite,128.05,63000,2005,2017-06-05,13,석촌역,공사 중
가락동,래미안파크팰리스,84.924,84000,2007,2017-06-03,11,석촌역,공사 중
문정동,현대2,58.08,42000,1995,2017-06-21,10,석촌역,공사 중
장지동,송파더센트레,59.96,66700,2013,2017-06-07,9,석촌역,공사 중
문정동,문정래미안,120.97,85000,2004,2017-06-19,4,석촌역,공사 중
문정동,문정래미안,120.97,82800,2004,2017-06-05,4,석촌역,공사 중
가락동,송파동부쎈트레빌,84.98,73000,2004,2017-06-05,3,석촌역,공사 중
장지동,송파파인타운3단지,84.93,62000,2008,2017-06-10,2,석촌역,공사 중
문정동,올림픽훼밀리타운,84.705,82900,1988,2017-06-09,7,석촌역,공사 중
문정동,문정대우푸르지오1차,84.86,63000,1999,2017-06-11,4,석촌역,공사 중
방이동,신동아타워,58.38,35000,1995,2017-06-20,9,석촌역,공사 중
가락동,sk파크타워,84.35,53000,2003,2017-06-13,5,석촌역,공사 중
문정동,문정래미안,150.58,90000,2004,2017-06-10,16,석촌역,공사 중
풍납동,한강극동,114.76,62500,1995,2017-06-16,2,석촌역,공사 중
석촌동,청솔레이크,84.84,54800,2004,2017-06-01,3,석촌역,공사 중
잠실동,트리지움,84.95,100000,2007,2017-06-05,7,석촌역,공사 중
잠실동,잠실엘스,84.8,127000,2008,2017-06-16,17,석촌역,공사 중
신천동,진주,71.34,100000,1980,2017-06-01,6,석촌역,공사 중
잠실동,레이크팰리스,59.97,99000,2006,2017-06-01,20,석촌역,공사 중
장지동,송파더센트레,59.73,66800,2013,2017-06-17,18,석촌역,공사 중
신천동,파크리오,84.9,105000,2008,2017-06-02,7,석촌역,공사 중
잠실동,주공아파트 5단지,82.51,162000,1978,2017-06-01,2,석촌역,공사 중
가락동,가락(1차)쌍용아파트,59.92,56000,1997,2017-06-07,17,석촌역,공사 중
방이동,현대파크빌라트,221.19,85000,1997,2017-06-16,4,석촌역,공사 중
풍납동,한강극동,59.26,46000,1995,2017-06-17,7,석촌역,공사 중
신천동,파크리오,121.63,140000,2008,2017-06-01,28,석촌역,공사 중
신천동,파크리오,84.9,102500,2008,2017-06-04,5,석촌역,공사 중
문정동,문정대우푸르지오2차,84.82,60000,2001,2017-06-02,14,석촌역,공사 중
잠실동,레이크팰리스,84.82,115000,2006,2017-06-05,14,석촌역,공사 중
가락동,진넥스베르디엠,59.9918,49580,2017,2017-06-13,7,석촌역,공사 중
풍납동,씨티극동1,80.15,49900,1998,2017-06-03,4,석촌역,공사 중
풍납동,씨티극동1,114.63,67000,1998,2017-06-14,18,석촌역,공사 중
가락동,성원상떼빌,103.96,59500,2006,2017-06-06,17,석촌역,공사 중
신천동,파크리오,144.77,133000,2008,2017-06-08,31,석촌역,공사 중
장지동,송파파인타운6단지,84.93,70000,2008,2017-06-03,15,석촌역,공사 중
마천동,마천대성,59.38,35000,1995,2017-06-13,3,석촌역,공사 중
문정동,문정대우푸르지오1차,84.86,59000,1999,2017-06-02,2,석촌역,공사 중
잠실동,트리지움,84.83,125000,2007,2017-06-06,24,석촌역,공사 중
가락동,가락(1차)쌍용아파트,59.92,55000,1997,2017-06-07,10,석촌역,공사 중
