법정동,단지명,전용면적,거래금액(만원),건축년도,계약일,층,역이름,시기
장지동,위례아이파크,87.7696,91500,2015,2017-06-18,7,석촌역,공사 중
신천동,파크리오,84.79,107800,2008,2017-06-05,3,석촌역,공사 중
마천동,신동아,84.71,44000,2001,2017-06-10,17,석촌역,공사 중
신천동,파크리오,84.9,103000,2008,2017-06-09,9,석촌역,공사 중
오금동,대림,84.91,73500,1988,2017-06-28,12,석촌역,공사 중
장지동,송파파인타운3단지,84.98,67500,2008,2017-06-17,7,석촌역,공사 중
신천동,진주,148.06,170000,1980,2017-06-16,10,석촌역,공사 중
신천동,파크리오,144.77,143500,2008,2017-06-27,19,석촌역,공사 중
송파동,송파삼성래미안아파트,87.98,78500,2001,2017-06-26,22,석촌역,공사 중
송파동,송파삼성래미안아파트,79.7,75000,2001,2017-06-15,13,석촌역,공사 중
송파동,송파삼성래미안아파트,126.4,92500,2001,2017-06-24,12,석촌역,공사 중
장지동,위례24단지(꿈에그린),75.92,77000,2013,2017-06-18,3,석촌역,공사 중
문정동,문정래미안,133.29,86000,2004,2017-06-14,17,석촌역,공사 중
문정동,건영1,77.68,60000,1996,2017-06-08,10,석촌역,공사 중
가락동,현대(5차)(재건축),82.4,75000,1986,2017-06-05,3,석촌역,공사 중
오금동,상아2차아파트,84.98,67500,1988,2017-06-28,7,석촌역,공사 중
오금동,상아2차아파트,45.77,38000,1988,2017-06-30,1,석촌역,공사 중
장지동,위례24단지(꿈에그린),59.96,66700,2013,2017-06-05,6,석촌역,공사 중
오금동,상아2차아파트,84.98,67000,1988,2017-06-05,10,석촌역,공사 중
신천동,한신잠실코아,50.76,55000,1988,2017-06-06,8,석촌역,공사 중
문정동,문정래미안,133.29,86000,2004,2017-06-24,16,석촌역,공사 중
오금동,상아2차아파트,60.0,48900,1988,2017-06-02,14,석촌역,공사 중
장지동,송파파인타운1단지,84.94,60000,2010,2017-06-03,3,석촌역,공사 중
문정동,문정래미안,120.97,85000,2004,2017-06-12,4,석촌역,공사 중
신천동,파크리오,84.9,107000,2008,2017-06-29,18,석촌역,공사 중
문정동,문정시영,39.69,32800,1989,2017-06-03,1,석촌역,공사 중
장지동,위례24단지(꿈에그린),84.93,85000,2013,2017-06-24,13,석촌역,공사 중
신천동,파크리오,84.79,97000,2008,2017-06-01,3,석촌역,공사 중
오금동,쌍용스윗닷홈(301동),156.81,79000,2005,2017-06-21,1,석촌역,공사 중
신천동,잠실더샵스타파크,137.37,115000,2008,2017-06-14,16,석촌역,공사 중
풍납동,갑을,59.4,36500,1996,2017-06-03,14,석촌역,공사 중
문정동,파크하비오,84.9725,90000,2016,2017-06-29,12,석촌역,공사 중
풍납동,현대리버빌1지구,84.95,63000,1999,2017-06-26,5,석촌역,공사 중
방이동,올림픽선수기자촌1단지,100.82,131500,1988,2017-06-08,10,석촌역,공사 중
풍납동,한강극동,114.76,65000,1995,2017-06-10,10,석촌역,공사 중
문정동,문정대우푸르지오2차,84.82,56900,2001,2017-06-07,6,석촌역,공사 중
문정동,문정시영,35.46,28500,1989,2017-06-29,7,석촌역,공사 중
잠실동,아시아선수촌아파트,134.485,200000,1986,2017-06-16,5,석촌역,공사 중
장지동,위례24단지(꿈에그린),84.93,84000,2013,2017-06-20,6,석촌역,공사 중
잠실동,갤러리아팰리스,151.633,130000,2005,2017-06-20,43,석촌역,공사 중
방이동,코오롱아파트,84.95,64000,1991,2017-06-07,3,석촌역,공사 중
신천동,장미2,71.2,97800,1979,2017-06-08,2,석촌역,공사 중
신천동,파크리오,84.9,110500,2008,2017-06-24,35,석촌역,공사 중
방이동,올림픽선수기자촌1단지,83.06,115000,1988,2017-06-02,2,석촌역,공사 중
가락동,대림,113.08,66000,1988,2017-06-27,4,석촌역,공사 중
송파동,송파삼성래미안아파트,105.99,86000,2001,2017-06-10,7,석촌역,공사 중
잠실동,우성4차,95.84,93500,1983,2017-06-20,15,석촌역,공사 중
방이동,방이금호어울림,84.3,55500,2001,2017-06-10,3,석촌역,공사 중
송파동,송파삼성래미안아파트,79.7,78000,2001,2017-06-27,14,석촌역,공사 중
송파동,가락삼익맨숀,84.828,77500,1984,2017-06-06,10,석촌역,공사 중
잠실동,레이크팰리스,59.97,100000,2006,2017-06-03,25,석촌역,공사 중
문정동,올림픽훼밀리타운,136.325,115500,1988,2017-06-12,15,석촌역,공사 중
오금동,현대(2-4차),84.98,84000,1984,2017-06-22,7,석촌역,공사 중
문정동,올림픽훼밀리타운,84.705,88600,1988,2017-06-06,14,석촌역,공사 중
마천동,우방아파트,79.07,43750,2002,2017-06-08,2,석촌역,공사 중
송파동,송파삼성래미안아파트,105.99,85000,2001,2017-06-10,8,석촌역,공사 중
방이동,코오롱아파트,84.95,66000,1991,2017-06-17,11,석촌역,공사 중
잠실동,트리지움,149.45,173000,2007,2017-06-05,28,석촌역,공사 중
송파동,송파삼성래미안아파트,105.99,83000,2001,2017-06-04,8,석촌역,공사 중
장지동,송파파인타운1단지,84.95,56000,2010,2017-06-07,1,석촌역,공사 중
마천동,송파파크데일1단지,84.86,52000,2011,2017-06-03,2,석촌역,공사 중
풍납동,한강극동,84.76,54000,1995,2017-06-22,2,석촌역,공사 중
잠실동,트리지움,84.95,117000,2007,2017-06-01,14,석촌역,공사 중
장지동,위례24단지(꿈에그린),51.77,55900,2013,2017-06-03,3,석촌역,공사 중
잠실동,리센츠,124.22,160000,2008,2017-06-08,22,석촌역,공사 중
풍납동,현대리버빌1지구,84.95,67000,1999,2017-06-05,8,석촌역,공사 중
장지동,위례24단지(꿈에그린),59.63,67000,2013,2017-06-11,20,석촌역,공사 중
오금동,쌍용스위닷홈(201동),143.82,84500,2005,2017-06-07,7,석촌역,공사 중
장지동,위례24단지(꿈에그린),59.96,68000,2013,2017-06-10,20,석촌역,공사 중
문정동,현대2,59.94,40000,1995,2017-06-02,3,석촌역,공사 중
마천동,송파파크데일2단지,114.81,72000,2011,2017-06-10,12,석촌역,공사 중
장지동,위례24단지(꿈에그린),51.78,59000,2013,2017-06-10,14,석촌역,공사 중
송파동,송파삼성래미안아파트,79.7,72500,2001,2017-06-04,3,석촌역,공사 중
신천동,파크리오,121.63,134500,2008,2017-06-28,17,석촌역,공사 중
잠실동,잠실엘스,84.88,136200,2008,2017-06-17,23,석촌역,공사 중
장지동,위례24단지(꿈에그린),59.96,69000,2013,2017-06-10,10,석촌역,공사 중
잠실동,주공아파트 5단지,76.5,150000,1978,2017-06-20,2,석촌역,공사 중
장지동,송파더센트레,51.77,57800,2013,2017-06-17,10,석촌역,공사 중
잠실동,트리지움,59.88,103000,2007,2017-06-06,26,석촌역,공사 중
잠실동,레이크팰리스,116.19,143000,2006,2017-06-13,16,석촌역,공사 중
신천동,파크리오,35.24,60000,2008,2017-06-03,13,석촌역,공사 중
풍납동,씨티극동1,80.15,50000,1998,2017-06-28,1,석촌역,공사 중
문정동,올림픽훼밀리타운,84.751,94500,1988,2017-06-08,6,석촌역,공사 중
장지동,위례신도시송파푸르지오,108.5918,103000,2015,2017-06-20,7,석촌역,공사 중
가락동,가락3차쌍용스윗닷홈(103동),84.94,61000,2005,2017-06-22,9,석촌역,공사 중
거여동,우방1,84.9,48500,1999,2017-06-09,18,석촌역,공사 중
마천동,우방아파트,106.77,53800,2002,2017-06-05,4,석촌역,공사 중
가락동,가락(1차)쌍용아파트,84.69,68800,1997,2017-06-25,19,석촌역,공사 중
마천동,송파파크데일2단지,84.13,62900,2011,2017-06-28,7,석촌역,공사 중
가락동,가락(1차)쌍용아파트,84.69,61900,1997,2017-06-14,1,석촌역,공사 중
석촌동,미켈란호수가,136.8,108000,2007,2017-06-02,13,석촌역,공사 중
장지동,위례24단지(꿈에그린),51.77,58800,2013,2017-06-29,14,석촌역,공사 중
거여동,거여1단지,49.8,39800,1997,2017-06-24,12,석촌역,공사 중
송파동,래미안송파파인탑,87.01,90000,2012,2017-06-03,19,석촌역,공사 중
송파동,래미안송파파인탑,53.36,67000,2012,2017-06-01,11,석촌역,공사 중
송파동,미성맨션,116.94,86000,1985,2017-06-03,12,석촌역,공사 중
송파동,송파삼성래미안아파트,79.7,77500,2001,2017-06-26,6,석촌역,공사 중
마천동,현대그린빌,59.67,30500,1998,2017-06-08,10,석촌역,공사 중
장지동,송파파인타운1단지,84.94,65000,2010,2017-06-15,10,석촌역,공사 중
가락동,이연파레스,96.0,49300,1999,2017-06-01,3,석촌역,공사 중
잠실동,트리지움,114.7,133000,2007,2017-06-02,16,석촌역,공사 중
송파동,현대,59.91,48300,1997,2017-06-02,11,석촌역,공사 중
문정동,올림픽훼밀리타운,158.705,133000,1988,2017-06-12,11,석촌역,공사 중
거여동,거여5단지,59.74,45500,1997,2017-06-02,8,석촌역,공사 중
송파동,래미안송파파인탑,53.36,67800,2012,2017-06-30,21,석촌역,공사 중
거여동,거여5단지,59.74,45800,1997,2017-06-01,9,석촌역,공사 중
풍납동,쌍용,84.86,64500,1994,2017-06-26,6,석촌역,공사 중
가락동,가락(1차)쌍용아파트,84.69,65500,1997,2017-06-12,14,석촌역,공사 중
가락동,한화오벨리스크,30.25,20000,2004,2017-06-09,20,석촌역,공사 중
송파동,성지,84.92,56500,1992,2017-06-24,10,석촌역,공사 중
거여동,현대1차,84.91,57000,1992,2017-06-09,10,석촌역,공사 중
송파동,송파삼성래미안아파트,79.7,75500,2001,2017-06-24,12,석촌역,공사 중
문정동,올림픽훼밀리타운,136.325,121000,1988,2017-06-20,3,석촌역,공사 중
오금동,우방,84.95,48500,2001,2017-06-10,5,석촌역,공사 중
신천동,파크리오,59.95,93500,2008,2017-06-06,4,석촌역,공사 중
가락동,우성,58.46,60000,1986,2017-06-10,14,석촌역,공사 중
신천동,파크리오,35.24,56800,2008,2017-06-01,22,석촌역,공사 중
문정동,문정가락현대1차,84.98,68500,1984,2017-06-16,6,석촌역,공사 중
잠실동,레이크팰리스,135.82,155000,2006,2017-06-09,25,석촌역,공사 중
잠실동,레이크팰리스,84.82,116000,2006,2017-06-08,4,석촌역,공사 중
잠실동,우성4차,81.14,75000,1983,2017-06-03,4,석촌역,공사 중
가락동,롯데캐슬,180.667,85500,2003,2017-06-24,8,석촌역,공사 중
잠실동,주공아파트 5단지,81.75,153000,1978,2017-06-24,15,석촌역,공사 중
가락동,대림,84.11,61000,1988,2017-06-09,9,석촌역,공사 중
장지동,송파파인타운5단지,84.95,78000,2008,2017-06-17,10,석촌역,공사 중
가락동,삼환,121.04,79500,1984,2017-06-09,11,석촌역,공사 중
신천동,장미1,71.2,98000,1979,2017-06-02,5,석촌역,공사 중
잠실동,리센츠,27.68,70000,2008,2017-06-04,5,석촌역,공사 중
오금동,우방,84.95,48000,2001,2017-06-01,9,석촌역,공사 중
잠실동,잠실엘스,119.93,167000,2008,2017-06-03,9,석촌역,공사 중
잠실동,잠실엘스,84.8,132000,2008,2017-06-10,16,석촌역,공사 중
문정동,문정래미안,150.58,92900,2004,2017-06-09,9,석촌역,공사 중
잠실동,레이크팰리스,84.82,117000,2006,2017-06-05,27,석촌역,공사 중
풍납동,현대리버빌1지구,43.2,33000,1999,2017-06-15,1,석촌역,공사 중
문정동,현대2,84.96,50000,1995,2017-06-01,2,석촌역,공사 중
문정동,올림픽훼밀리타운,84.705,91300,1988,2017-06-28,11,석촌역,공사 중
잠실동,주공아파트 5단지,82.61,163800,1978,2017-06-02,9,석촌역,공사 중
마천동,삼익1,84.9,42000,1996,2017-06-17,2,석촌역,공사 중
방이동,올림픽선수기자촌2단지,83.06,115000,1988,2017-06-03,20,석촌역,공사 중
송파동,가락삼익맨숀,108.338,87000,1984,2017-06-06,3,석촌역,공사 중
잠실동,잠실엘스,84.8,129000,2008,2017-06-16,13,석촌역,공사 중
송파동,한양아파트,137.1,95000,1983,2017-06-02,7,석촌역,공사 중
송파동,가락삼익맨숀,84.828,77000,1984,2017-06-13,12,석촌역,공사 중
오금동,우창,109.72,65000,1985,2017-06-02,12,석촌역,공사 중
문정동,문정래미안,84.96,75900,2004,2017-06-17,14,석촌역,공사 중
마천동,마천금호어울림1차아파트,81.18,48200,2002,2017-06-08,2,석촌역,공사 중
가락동,래미안파크팰리스,84.924,84500,2007,2017-06-17,7,석촌역,공사 중
잠실동,우성4차,81.14,76500,1983,2017-06-01,10,석촌역,공사 중
신천동,한신잠실코아,52.51,61200,1988,2017-06-05,13,석촌역,공사 중
문정동,문정래미안,84.96,74800,2004,2017-06-01,9,석촌역,공사 중
잠실동,리센츠,124.22,164500,2008,2017-06-10,16,석촌역,공사 중
가락동,금성프라자1,155.08,53000,1992,2017-06-03,3,석촌역,공사 중
방이동,파라다이스빌(40-0),84.66,57000,2006,2017-06-15,10,석촌역,공사 중
가락동,가락3차쌍용스윗닷홈(103동),84.94,63500,2005,2017-06-23,6,석촌역,공사 중
방이동,코오롱아파트,84.95,68000,1991,2017-06-24,14,석촌역,공사 중
장지동,송파더센트레,59.85,62000,2013,2017-06-05,1,석촌역,공사 중
문정동,문정가락현대1차,123.61,78000,1984,2017-06-15,10,석촌역,공사 중
신천동,한신잠실코아,64.08,68000,1988,2017-06-10,8,석촌역,공사 중
잠실동,잠실엘스,59.96,108500,2008,2017-06-08,5,석촌역,공사 중
거여동,우방1,59.91,43000,1999,2017-06-11,13,석촌역,공사 중
잠실동,트리지움,84.83,118800,2007,2017-06-10,11,석촌역,공사 중
문정동,올림픽훼밀리타운,136.325,120000,1988,2017-06-10,14,석촌역,공사 중
가락동,삼환,121.04,80500,1984,2017-06-02,7,석촌역,공사 중
방이동,현대주상복합,32.07,18000,1998,2017-06-07,6,석촌역,공사 중
신천동,파크리오,84.9,100000,2008,2017-06-22,3,석촌역,공사 중
문정동,올림픽훼밀리타운,84.705,90000,1988,2017-06-06,9,석촌역,공사 중
잠실동,트리지움,84.95,120000,2007,2017-06-08,23,석촌역,공사 중
장지동,위례24단지(꿈에그린),51.82,58000,2013,2017-06-04,12,석촌역,공사 중
거여동,현대3차,84.94,50100,1993,2017-06-12,4,석촌역,공사 중
문정동,문정래미안,84.96,72000,2004,2017-06-27,2,석촌역,공사 중
잠실동,잠실월드메르디앙,59.23,65000,2005,2017-06-02,8,석촌역,공사 중
가락동,대림,84.11,60000,1988,2017-06-24,7,석촌역,공사 중
장지동,위례24단지(꿈에그린),59.63,69000,2013,2017-06-10,16,석촌역,공사 중
신천동,파크리오,84.79,110000,2008,2017-06-10,10,석촌역,공사 중
잠실동,잠실엘스,84.88,129500,2008,2017-06-09,14,석촌역,공사 중
신천동,파크리오,121.63,133000,2008,2017-06-24,6,석촌역,공사 중
문정동,문정가락현대1차,123.61,77000,1984,2017-06-07,12,석촌역,공사 중
신천동,파크리오,144.77,141500,2008,2017-06-11,4,석촌역,공사 중
잠실동,트리지움,114.7,137000,2007,2017-06-03,4,석촌역,공사 중
문정동,문정래미안,133.29,87500,2004,2017-06-08,19,석촌역,공사 중
장지동,송파더센트레,51.77,57700,2013,2017-06-10,9,석촌역,공사 중
방이동,파라다이스빌(40-0),84.66,58500,2006,2017-06-06,8,석촌역,공사 중
신천동,장미1,71.2,93000,1979,2017-06-05,1,석촌역,공사 중
가락동,가락금호아파트,59.91,54000,1997,2017-06-26,2,석촌역,공사 중
풍납동,씨티극동1,59.95,45100,1998,2017-06-16,10,석촌역,공사 중
문정동,문정가락현대1차,123.61,74500,1984,2017-06-01,10,석촌역,공사 중
잠실동,리센츠,84.99,128000,2008,2017-06-01,27,석촌역,공사 중
문정동,올림픽훼밀리타운,84.705,91000,1988,2017-06-02,12,석촌역,공사 중
신천동,크로바,125.98,140000,1983,2017-06-15,3,석촌역,공사 중
문정동,동궁리치웰문정(101),83.05,51500,2004,2017-06-01,2,석촌역,공사 중
문정동,올림픽훼밀리타운,117.585,108850,1988,2017-06-05,5,석촌역,공사 중
장지동,송파파인타운3단지,84.93,67000,2008,2017-06-17,11,석촌역,공사 중
장지동,위례24단지(꿈에그린),59.85,67800,2013,2017-06-02,13,석촌역,공사 중
신천동,한신잠실코아,52.51,62800,1988,2017-06-03,8,석촌역,공사 중
마천동,송파파크데일1단지,114.81,71700,2011,2017-06-03,7,석촌역,공사 중
잠실동,리센츠,27.68,70500,2008,2017-06-13,7,석촌역,공사 중
신천동,장미1,82.45,108500,1979,2017-06-07,7,석촌역,공사 중
장지동,위례24단지(꿈에그린),84.96,83000,2013,2017-06-17,5,석촌역,공사 중
장지동,송파더센트레,59.96,67000,2013,2017-06-23,19,석촌역,공사 중
거여동,현대3차,84.94,42500,1993,2017-06-08,1,석촌역,공사 중
신천동,미성,55.62,93000,1980,2017-06-12,6,석촌역,공사 중
가락동,롯데캐슬,163.807,79000,2003,2017-06-20,20,석촌역,공사 중
신천동,파크리오,35.24,51000,2008,2017-06-01,2,석촌역,공사 중
잠실동,트리지움,149.45,170000,2007,2017-06-01,23,석촌역,공사 중
방이동,현대빌라(208-19),172.88,73200,1993,2017-06-05,11,석촌역,공사 중
거여동,거여1단지,39.6,31900,1997,2017-06-10,2,석촌역,공사 중
풍납동,쌍용,84.85,60000,1994,2017-06-12,2,석촌역,공사 중
거여동,거여5단지,59.74,44900,1997,2017-06-02,7,석촌역,공사 중
장지동,위례24단지(꿈에그린),51.82,56800,2013,2017-06-02,5,석촌역,공사 중
잠실동,잠실엘스,59.96,109500,2008,2017-06-06,17,석촌역,공사 중
장지동,위례24단지(꿈에그린),84.93,80900,2013,2017-06-04,2,석촌역,공사 중
신천동,잠실아이스페이스,74.2,60000,2001,2017-06-03,15,석촌역,공사 중
장지동,송파더센트레,51.77,57500,2013,2017-06-23,14,석촌역,공사 중
가락동,가락(1차)쌍용아파트,59.92,56000,1997,2017-06-24,18,석촌역,공사 중
풍납동,현대1,83.02,65000,1995,2017-06-09,10,석촌역,공사 중
가락동,가락(1차)쌍용아파트,59.92,54500,1997,2017-06-24,22,석촌역,공사 중
신천동,파크리오,84.9,109000,2008,2017-06-10,19,석촌역,공사 중
문정동,문정래미안,84.96,76600,2004,2017-06-10,15,석촌역,공사 중
문정동,건영1,84.39,63200,1996,2017-06-21,8,석촌역,공사 중
잠실동,레이크팰리스,84.82,117300,2006,2017-06-06,4,석촌역,공사 중
문정동,올림픽훼밀리타운,158.705,140000,1988,2017-06-03,11,석촌역,공사 중
잠실동,트리지움,114.7,148000,2007,2017-06-05,9,석촌역,공사 중
잠실동,리센츠,84.99,120000,2008,2017-06-13,4,석촌역,공사 중
문정동,문정시영,25.65,25000,1989,2017-06-05,7,석촌역,공사 중
문정동,문정시영,39.69,34000,1989,2017-06-04,7,석촌역,공사 중
문정동,문정대우푸르지오2차,84.82,54500,2001,2017-06-03,3,석촌역,공사 중
가락동,정산파크뷰,103.97,50000,2004,2017-06-15,2,석촌역,공사 중
방이동,파라다이스빌(40-0),84.95,57000,2006,2017-06-01,12,석촌역,공사 중
잠실동,레이크팰리스,84.82,119000,2006,2017-06-24,20,석촌역,공사 중
가락동,성원상떼빌,103.96,60500,2006,2017-06-14,14,석촌역,공사 중
가락동,성원상떼빌,99.6,60000,2006,2017-06-12,10,석촌역,공사 중
풍납동,현대1,71.17,58000,1995,2017-06-06,7,석촌역,공사 중
문정동,문정가락현대1차,123.61,78000,1984,2017-06-02,11,석촌역,공사 중
가락동,래미안파크팰리스,84.885,85000,2007,2017-06-24,7,석촌역,공사 중
문정동,문정가락현대1차,123.61,75700,1984,2017-06-27,13,석촌역,공사 중
가락동,가락쌍용(2차),59.88,54000,1999,2017-06-24,24,석촌역,공사 중
풍납동,현대1,83.02,59250,1995,2017-06-05,1,석촌역,공사 중
잠실동,잠실엘스,59.96,106000,2008,2017-06-05,25,석촌역,공사 중
잠실동,현대,84.68,75000,1990,2017-06-17,2,석촌역,공사 중
장지동,송파파인타운3단지,84.98,70500,2008,2017-06-28,16,석촌역,공사 중
거여동,거여5단지,59.74,47000,1997,2017-06-26,9,석촌역,공사 중
문정동,현대(62-5),54.6,41000,1993,2017-06-21,6,석촌역,공사 중
잠실동,잠실엘스,84.8,135000,2008,2017-06-01,28,석촌역,공사 중
오금동,대림,84.91,75000,1988,2017-06-06,15,석촌역,공사 중
방이동,코오롱아파트,84.95,63000,1991,2017-06-01,10,석촌역,공사 중
문정동,문정래미안,120.97,83500,2004,2017-06-08,2,석촌역,공사 중
방이동,올림픽선수기자촌1단지,83.06,117000,1988,2017-06-30,17,석촌역,공사 중
송파동,래미안송파파인탑,87.01,88000,2012,2017-06-19,26,석촌역,공사 중
문정동,문정대우푸르지오3차,84.96,55400,2002,2017-06-09,7,석촌역,공사 중
가락동,가락(1차)쌍용아파트,84.69,61500,1997,2017-06-17,1,석촌역,공사 중
가락동,가락(1차)쌍용아파트,84.69,69900,1997,2017-06-05,17,석촌역,공사 중
마천동,삼익1,59.94,34000,1996,2017-06-19,17,석촌역,공사 중
장지동,송파파인타운11단지,84.94,70000,2007,2017-06-09,11,석촌역,공사 중
방이동,코오롱아파트,84.95,65500,1991,2017-06-10,7,석촌역,공사 중
가락동,우성,109.25,80000,1986,2017-06-24,13,석촌역,공사 중
오금동,대림,125.79,85800,1988,2017-06-12,13,석촌역,공사 중
거여동,현대3차,84.94,50000,1993,2017-06-19,7,석촌역,공사 중
신천동,파크리오,59.64,90000,2008,2017-06-14,7,석촌역,공사 중
잠실동,잠실엘스,119.93,170000,2008,2017-06-02,27,석촌역,공사 중
문정동,문정대우푸르지오2차,59.3,50500,2001,2017-06-17,18,석촌역,공사 중
신천동,파크리오,59.95,88000,2008,2017-06-08,2,석촌역,공사 중
장지동,송파더센트레,59.73,66500,2013,2017-06-10,17,석촌역,공사 중
문정동,문정시영,39.69,33750,1989,2017-06-06,11,석촌역,공사 중
가락동,우성,58.46,56000,1986,2017-06-02,6,석촌역,공사 중
거여동,거여1단지,39.6,31000,1997,2017-06-10,2,석촌역,공사 중
문정동,올림픽훼밀리타운,136.325,119000,1988,2017-06-01,14,석촌역,공사 중
잠실동,트리지움,114.7,132000,2007,2017-06-12,2,석촌역,공사 중
신천동,파크리오,121.63,134500,2008,2017-06-01,5,석촌역,공사 중
신천동,파크리오,84.9,99000,2008,2017-06-03,18,석촌역,공사 중
가락동,우성,43.79,49750,1986,2017-06-13,5,석촌역,공사 중
풍납동,동아한가람1,84.38,51400,1995,2017-06-21,8,석촌역,공사 중
풍납동,동아한가람1,84.38,59500,1995,2017-06-01,11,석촌역,공사 중
잠실동,레이크팰리스,84.82,110000,2006,2017-06-02,26,석촌역,공사 중
잠실동,갤러리아팰리스,84.445,90000,2005,2017-06-03,35,석촌역,공사 중
문정동,건영1,77.68,55900,1996,2017-06-05,1,석촌역,공사 중
가락동,우성,109.25,78000,1986,2017-06-06,10,석촌역,공사 중
가락동,동부센트레빌,115.93,87500,2001,2017-06-02,11,석촌역,공사 중
신천동,장미3,134.16,144000,1984,2017-06-06,3,석촌역,공사 중
송파동,2차한양아파트,64.26,70800,1984,2017-06-06,10,석촌역,공사 중
송파동,2차한양아파트,126.9,96000,1984,2017-06-14,3,석촌역,공사 중
잠실동,리센츠,84.99,124800,2008,2017-06-10,14,석촌역,공사 중
잠실동,주공아파트 5단지,76.5,151000,1978,2017-06-02,4,석촌역,공사 중
거여동,거여5단지,59.74,43000,1997,2017-06-05,3,석촌역,공사 중
문정동,파크하비오,84.9342,89800,2016,2017-06-18,6,석촌역,공사 중
송파동,한양아파트,64.26,70000,1983,2017-06-17,5,석촌역,공사 중
문정동,문정래미안,84.96,76000,2004,2017-06-10,15,석촌역,공사 중
마천동,씨티,84.98,44500,2001,2017-06-26,9,석촌역,공사 중
문정동,올림픽훼밀리타운,136.325,120000,1988,2017-06-08,14,석촌역,공사 중
거여동,현대1차,84.64,58000,1992,2017-06-17,14,석촌역,공사 중
가락동,현대7,84.64,52000,1991,2017-06-08,5,석촌역,공사 중
문정동,현대,84.03,51000,1991,2017-06-20,9,석촌역,공사 중
거여동,현대3차,84.94,48000,1993,2017-06-10,13,석촌역,공사 중
신천동,미성,55.62,92500,1980,2017-06-06,1,석촌역,공사 중
가락동,가락(1차)쌍용아파트,84.69,65750,1997,2017-06-03,20,석촌역,공사 중
문정동,올림픽훼밀리타운,117.585,105000,1988,2017-06-01,14,석촌역,공사 중
거여동,거여1단지,39.6,32000,1997,2017-06-15,4,석촌역,공사 중
가락동,가락쌍용(2차),84.42,63000,1999,2017-06-30,10,석촌역,공사 중
문정동,올림픽훼밀리타운,192.235,160000,1988,2017-06-05,14,석촌역,공사 중
거여동,거여4단지,49.8,42700,1997,2017-06-08,10,석촌역,공사 중
장지동,송파파인타운3단지,84.94,70000,2008,2017-06-30,4,석촌역,공사 중
가락동,가락(1차)쌍용아파트,59.92,52000,1997,2017-06-10,2,석촌역,공사 중
가락동,가락(1차)쌍용아파트,84.69,65000,1997,2017-06-09,3,석촌역,공사 중
문정동,올림픽훼밀리타운,84.705,90000,1988,2017-06-08,13,석촌역,공사 중
가락동,프라자,84.67,68000,1985,2017-06-05,12,석촌역,공사 중
풍납동,신성노바빌아파트,84.96,57800,2000,2017-06-06,16,석촌역,공사 중
잠실동,리센츠,124.22,160000,2008,2017-06-01,16,석촌역,공사 중
장지동,송파파인타운9단지,59.93,56500,2007,2017-06-10,1,석촌역,공사 중
방이동,코오롱아파트,84.95,65000,1991,2017-06-03,6,석촌역,공사 중
잠실동,갤러리아팰리스,151.633,138500,2005,2017-06-20,34,석촌역,공사 중
장지동,송파파인타운13단지,84.92,80000,2011,2017-06-03,11,석촌역,공사 중
가락동,송파동부쎈트레빌,84.98,80000,2004,2017-06-07,14,석촌역,공사 중
문정동,올림픽훼밀리타운,84.705,88700,1988,2017-06-01,15,석촌역,공사 중
송파동,래미안송파파인탑,87.01,86000,2012,2017-06-06,12,석촌역,공사 중
신천동,장미1,82.45,100000,1979,2017-06-07,14,석촌역,공사 중
방이동,코오롱아파트,84.95,64000,1991,2017-06-10,4,석촌역,공사 중
문정동,문정시영,46.26,38000,1989,2017-06-07,14,석촌역,공사 중
풍납동,현대리버빌2지구,84.97,61500,1999,2017-06-29,17,석촌역,공사 중
문정동,세양청마루,59.91,46700,2004,2017-06-12,8,석촌역,공사 중
가락동,가락(1차)쌍용아파트,84.69,67500,1997,2017-06-08,15,석촌역,공사 중
가락동,가락쌍용(2차),59.88,52000,1999,2017-06-15,12,석촌역,공사 중
가락동,정산파크뷰,103.97,50000,2004,2017-06-01,4,석촌역,공사 중
가락동,풍림1,80.52,48000,1995,2017-06-08,10,석촌역,공사 중
풍납동,동아한가람1,84.38,52000,1995,2017-06-03,11,석촌역,공사 중
풍납동,현대리버빌2지구,40.95,29300,1999,2017-06-09,3,석촌역,공사 중
잠실동,리센츠,84.99,130000,2008,2017-06-08,6,석촌역,공사 중
풍납동,갑을,84.9,50000,1996,2017-06-08,7,석촌역,공사 중
잠실동,리센츠,59.99,106500,2008,2017-06-06,18,석촌역,공사 중
잠실동,리센츠,84.99,128000,2008,2017-06-29,13,석촌역,공사 중
송파동,송파,83.22,52000,2003,2017-06-10,3,석촌역,공사 중
문정동,문정래미안,133.29,84800,2004,2017-06-05,11,석촌역,공사 중
신천동,파크리오,35.24,60000,2008,2017-06-10,12,석촌역,공사 중
잠실동,트리지움,114.7,135000,2007,2017-06-01,4,석촌역,공사 중
거여동,거여5단지,59.74,46000,1997,2017-06-10,5,석촌역,공사 중
방이동,그린파크빌아파트,73.32,41000,2002,2017-06-13,5,석촌역,공사 중
잠실동,레이크팰리스,116.19,132000,2006,2017-06-14,14,석촌역,공사 중
장지동,송파더센트레,51.96,55500,2013,2017-06-06,9,석촌역,공사 중
문정동,뉴파크팰리스,66.79,40500,2003,2017-06-12,4,석촌역,공사 중
거여동,현대1차,84.86,49700,1992,2017-06-02,15,석촌역,공사 중
잠실동,트리지움,84.83,120000,2007,2017-06-01,8,석촌역,공사 중
